,Bucket,Sentence
3437,15::13::16,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3438,15::14::01,GCc1
3439,15::14::05,HSIc1 HSIc1 HSIc1 HSIc1
3440,15::14::06,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3441,15::14::07,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3442,15::14::08,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3443,15::14::09,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3444,15::14::10,HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3445,15::14::11,SPc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1 HSIc1
3446,15::14::12,SPc1 HSIc1 HSIc1
3447,15::14::13,SPc1 SPc1 SPc1 FDXc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3448,15::14::14,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 YAPc1 SPc1
3449,15::14::15,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 FDXc1 SPc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 FDXc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1 SPc1
3450,15::14::16,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1
3451,15::14::17,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3452,15::15::06,HSIc1
3453,15::15::08,HSIc1 HSIc1
3454,15::15::11,HSIc1
3455,15::15::12,FDXc1 FDXc1
3456,15::15::13,SPc1 FDXc1
3457,15::15::14,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 FDXc1 FDXc1 FDXc1 SPc1
3458,15::15::15,SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 SPc1 YAPc1
3459,15::15::16,SPc1 STXEc1 SPc1 SPc1 STXEc1
3460,15::15::17,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3461,15::16::16,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3462,15::16::17,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3463,15::17::01,PLc1
3464,15::17::18,HSIc1 YAPc1 SPc1 SPc1 HSIc1 SPc1 CJc1
3465,16::00::00,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1
3466,16::00::01,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3467,16::00::02,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3468,16::00::03,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3469,16::00::05,FSMIc1
3470,16::00::06,FSMIc1
3471,16::00::07,FSMIc1 FSMIc1 FSMIc1
3472,16::00::08,FSMIc1 FSMIc1 FSMIc1
3473,16::00::10,FSMIc1 FSMIc1 YAPc1 YAPc1
3474,16::00::12,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1 YAPc1
3475,16::00::13,FSMIc1 FSMIc1 FSMIc1 FSMIc1
3476,16::00::14,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3477,16::00::15,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3478,16::00::16,YAPc1 YAPc1 YAPc1
3479,16::01::00,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1 CJc1
3480,16::01::01,FSMIc1 FSMIc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3481,16::01::02,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3482,16::01::03,STXEc1 STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3483,16::01::04,STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3484,16::01::05,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3485,16::01::06,FSMIc1
3486,16::01::07,FSMIc1 FSMIc1
3487,16::01::08,FSMIc1
3488,16::01::09,FSMIc1 FSMIc1
3489,16::01::11,FSMIc1 FSMIc1 YAPc1
3490,16::01::12,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3491,16::01::13,FSMIc1
3492,16::01::14,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1 YAPc1 YAPc1 YAPc1
3493,16::01::15,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3494,16::01::16,YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3495,16::02::00,YAPc1
3496,16::02::01,FSMIc1 FSMIc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1 YAPc1
3497,16::02::02,STXEc1 FSMIc1 FSMIc1
3498,16::02::03,STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3499,16::02::04,STXEc1 STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3500,16::02::05,STXEc1 FSMIc1 FSMIc1 FSMIc1
3501,16::02::06,FSMIc1 FSMIc1
3502,16::02::07,FSMIc1
3503,16::02::09,YAPc1
3504,16::02::10,FSMIc1 FSMIc1
3505,16::02::11,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3506,16::02::12,FSMIc1 FSMIc1 FSMIc1 FSMIc1
3507,16::02::14,FSMIc1 FSMIc1
3508,16::02::15,YAPc1 YAPc1
3509,16::03::01,FSMIc1 YAPc1 YAPc1
3510,16::03::02,FSMIc1 FSMIc1
3511,16::03::03,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3512,16::03::04,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3513,16::03::05,FSMIc1 FSMIc1 FSMIc1 FSMIc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3514,16::03::06,STXEc1 FSMIc1
3515,16::03::07,STXEc1 STXEc1 STXEc1 FSMIc1
3516,16::03::08,STXEc1 YAPc1
3517,16::03::09,FSMIc1
3518,16::03::10,FSMIc1
3519,16::03::12,FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1
3520,16::03::13,YAPc1 YAPc1 FSMIc1
3521,16::03::14,FSMIc1 YAPc1 YAPc1
3522,16::03::16,YAPc1
3523,16::04::01,FSMIc1
3524,16::04::03,STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1
3525,16::04::04,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 FSMIc1 FSMIc1 FSMIc1
3526,16::04::05,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3527,16::04::06,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3528,16::04::07,STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1 STXEc1
3529,16::04::08,STXEc1 STXEc1 STXEc1
3530,16::04::11,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1
3531,16::04::12,FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 FSMIc1 YAPc1
3532,16::04::13,YAPc1 FSMIc1
