,Bucket,Sentence
10,00::00::12,MPc1 MPc1
11,00::00::17,MPc1
12,00::01::00,RAc1 BOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 BOc1 BOc1 BOc1 RAc1 RUc1 MPc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 RUc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 HFOc1 MPc1 HFOc1 MPc1 HFOc1 HFOc1 CKOc1 CKOc1 MPc1 HFOc1 HFOc1 HFOc1 CKOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 CKOc1 CKOc1 YOc1 HFOc1 YOc1 CKOc1 HFOc1 HFOc1 HFOc1 HFOc1 YOc1 MPc1 MPc1 MPc1 HFOc1 YOc1 YOc1 YOc1 YOc1 YOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 10TBc1 YOc1 10TBc1 YOc1 10TBc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 HFOc1 YOc1 YOc1 HFOc1 YOc1 YOc1 YOc1 CKOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 CKOc1 CKOc1 CKOc1 YOc1 CKOc1 CKOc1 CKOc1 HFOc1 HFOc1 HFOc1 YOc1 HFOc1 MPc1 YOc1 YOc1 HFOc1 YOc1 YOc1 HFOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 CKOc1 CKOc1 HFOc1 YOc1 YOc1 CKOc1 YOc1 YOc1 MPc1 RAc1 HFOc1 YOc1 YOc1 YOc1 CKOc1 YOc1 YOc1 YOc1 YOc1 YOc1 RAc1 YOc1 HFOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 YOc1 RAc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 RAc1 YOc1 YOc1 RAc1 RAc1 YOc1 RAc1 YOc1 YOc1 RAc1 RAc1 RAc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 HFOc1 YOc1 YOc1 RAc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 MPc1 YOc1 YOc1 YOc1 CKOc1 YOc1 YOc1 YOc1
13,00::01::01,RAc1 BOc1 RAc1 BOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 MPc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 MPc1 RUc1 RUc1 RUc1 BOc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 YOc1 10TBc1 10TBc1 YOc1 10TBc1 YOc1 10TBc1 YOc1 YOc1 YOc1 10TBc1 YOc1 10TBc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 10TBc1 10TBc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1
14,00::01::02,BOc1 MPc1 MPc1 MPc1 BOc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RAc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1
15,00::01::03,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1
16,00::01::04,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1
17,00::01::05,MPc1 MPc1 RUc1 RUc1
18,00::01::06,MPc1 BOc1
19,00::01::08,MPc1 MPc1
20,00::01::09,MPc1 MPc1 MPc1 MPc1 MPc1
21,00::01::11,MPc1 MPc1 MPc1 MPc1
22,00::02::00,BOc1 BOc1 RAc1 RAc1 BOc1 MPc1 MPc1 MPc1 YOc1 MPc1 YOc1 YOc1 YOc1 YOc1 YOc1 RAc1 RAc1 RAc1 RAc1 RAc1 10TBc1 YOc1 10TBc1 RAc1 RAc1 RAc1 RAc1
23,00::02::01,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 RAc1 BOc1 BOc1 RAc1 RAc1 MPc1 BOc1 RUc1 RUc1 RUc1 RUc1 RUc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 YOc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 10TBc1 YOc1
24,00::02::02,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RAc1 RAc1 RUc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RAc1
25,00::02::03,MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 FCc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RAc1 RAc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1
26,00::02::04,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 MPc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1
27,00::02::05,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 RUc1 RUc1 RUc1 RUc1
28,00::02::08,MPc1
29,00::02::09,MPc1
30,00::02::10,MPc1
31,00::03::00,MPc1 MPc1 MPc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1
32,00::03::01,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RUc1 YOc1
33,00::03::02,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 BOc1 RUc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RAc1
34,00::03::03,MPc1 MPc1 MPc1 BOc1 MPc1 BOc1 BOc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1
35,00::03::04,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1
36,00::03::05,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1
37,00::03::06,MPc1 MPc1 MPc1 MPc1
38,00::03::08,JYc1
39,00::03::09,JYc1 JYc1
40,00::03::10,JYc1
41,00::04::00,BOc1 MPc1 RAc1 MPc1 RAc1 RAc1
42,00::04::01,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1
43,00::04::02,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 RUc1 RUc1 RAc1 RUc1 RUc1 RUc1 RAc1 RUc1 RAc1 RAc1
44,00::04::03,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RAc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RAc1 RAc1
45,00::04::04,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1 RUc1
46,00::04::05,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 LHc1 MPc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 BOc1 MPc1
47,00::04::06,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 MPc1 JYc1 MPc1 MPc1 JYc1 MPc1 MPc1 MPc1 MPc1 MPc1 JYc1 MPc1 MPc1 JYc1 MPc1 MPc1 MPc1 MPc1 MPc1
48,00::04::07,MPc1 MPc1
49,00::04::08,JYc1 JYc1 JYc1 MPc1
50,00::04::09,JYc1 JYc1 JYc1
51,00::04::10,JYc1
52,00::04::11,JYc1
53,00::05::00,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 RAc1 RAc1 MPc1
54,00::05::01,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1
55,00::05::02,BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RAc1 RUc1
56,00::05::03,BOc1 BOc1 MPc1 BOc1 BOc1 BOc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RAc1 RUc1 RUc1 RUc1
57,00::05::04,MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 BOc1 MPc1 MPc1 BOc1 MPc1 MPc1 MPc1 BOc1 BOc1 BOc1 BOc1 BOc1 RUc1 RUc1 RUc1 RUc1
